Generation 0 average fitness: 41.58701878059255
Generation 1 average fitness: 43.06256095814928
Warning: generation 2 has lower average fitness
Generation 2 average fitness: 42.952513760580835
Generation 3 average fitness: 43.09923365675893
Generation 4 average fitness: 43.547579588956
Generation 5 average fitness: 44.03943627412925
Warning: generation 6 has lower average fitness
Generation 6 average fitness: 43.91949945963551
Generation 7 average fitness: 44.379390764932516
Warning: generation 8 has lower average fitness
Generation 8 average fitness: 43.69155292192234
Generation 9 average fitness: 43.83677900233817
Generation 10 average fitness: 43.914743087093655
Generation 11 average fitness: 44.86078395575945
Warning: generation 12 has lower average fitness
Generation 12 average fitness: 43.18424162517948
Generation 13 average fitness: 45.34969278143724
Generation 14 average fitness: 45.40958279937785
Generation 15 average fitness: 46.311497599290504
Warning: generation 16 has lower average fitness
Generation 16 average fitness: 44.27670892408859
Generation 17 average fitness: 45.19989967260312
Warning: generation 18 has lower average fitness
Generation 18 average fitness: 44.73757260902792
Warning: generation 19 has lower average fitness
Generation 19 average fitness: 44.27059120604778
Warning: generation 20 has lower average fitness
Generation 20 average fitness: 44.24175609556526
Generation 21 average fitness: 45.943272680452544
Warning: generation 22 has lower average fitness
Generation 22 average fitness: 45.24816232926096
Generation 23 average fitness: 45.24899139685275
Generation 24 average fitness: 46.647159156973046
Time, Stove, Ready, Assistant, Remarks
-0.14592684216807061,-2.795631692050762,-3.8118666162191808,1.0920926512134477,-3.9715358757532346,48.36309523809524
0.9585645242420737,-2.472863092020595,-4.292440759363102,0.11406839711046945,-2.211637868552084,48.36309523809524
-0.14592684216807061,-2.795631692050762,-3.639095210611779,1.0920926512134477,-2.211637868552084,48.36309523809524
-4.912347984009671,2.9226986048463024,3.3960070975106387,-2.327549784892,2.62339214793172,48.320413436692505
-2.9325555191812134,1.1690733082024032,3.581184654979557,-4.7815226458215845,-2.716226156426477,48.304909560723516
-4.436275185221236,1.4093151618725148,2.574687661977247,-3.197900718080314,-2.3293853694298106,48.29098156452416
-4.995824946014931,-1.5858077045226757,-3.639095210611779,0.2057974168549812,-3.3157432051636726,48.154761904761905
-4.3756415450924715,0.08754689804802673,-4.292440759363102,1.0421196182524,3.9426018708646247,48.154761904761905
-4.995824946014931,-1.4672349590272415,-3.639095210611779,0.2057974168549812,-3.3157432051636726,48.154761904761905
-4.784244299197127,-0.06172476480858702,-4.030213809736098,1.1810893924149646,-1.5099189622197429,48.154761904761905
-4.3756415450924715,-2.8292251276334923,-2.152422628208325,0.03443720532807859,3.259261310360687,48.13988095238095
3.695015280113868,-4.122975509284238,-2.152422628208325,-4.670987009296108,-3.8184249089225286,48.10966810966811
4.455435238558506,-0.9847050383103761,-4.292440759363102,-2.5259614343072876,-0.05175313168574469,48.07987711213517
-0.14592684216807061,-2.8292251276334923,-0.49576598868203625,-2.6545156989049437,-3.3157432051636726,48.08429118773947
3.3191231810181794,-0.9847050383103761,-3.471116370610885,-2.0042558717984917,-1.2648774101424198,48.07987711213517
3.695015280113868,-2.472863092020595,0.6115396815496323,-4.670987009296108,1.6945734253457498,48.08429118773947
-4.912347984009671,-2.795631692050762,1.2267776212353017,-1.146237837264874,4.750945286878478,48.0747567844342
-4.912347984009671,-2.795631692050762,1.2267776212353017,-1.146237837264874,4.441141971660251,48.0747567844342
4.455435238558506,1.9435982026804464,-0.48876427279423496,-2.5259614343072876,-1.1809115283872251,48.050595238095234
4.455435238558506,1.9435982026804464,-0.48876427279423496,-2.5259614343072876,-1.1809115283872251,48.050595238095234
4.455435238558506,1.9435982026804464,-0.48876427279423496,-2.5259614343072876,-1.1809115283872251,48.050595238095234
4.455435238558506,1.9435982026804464,-0.48876427279423496,-2.5259614343072876,-1.1809115283872251,48.050595238095234
4.455435238558506,1.9435982026804464,-0.48876427279423496,-2.5259614343072876,4.0025124242856105,48.050595238095234
4.455435238558506,1.9435982026804464,-0.48876427279423496,-2.5259614343072876,4.750945286878478,48.050595238095234
4.924119958220633,3.703868474193401,-1.54404541615245,1.2408633352636933,4.768935154107165,48.036175710594314
-1.8773596829942574,4.000845698517448,2.957629325326173,-3.311764569688458,-1.4326261134702198,48.041343669250644
4.455435238558506,1.9435982026804464,-0.48876427279423496,-2.5259614343072876,-0.05175313168574469,48.050595238095234
-4.761080903056685,1.1690733082024032,-3.8708911786957945,0.4329944734919948,-0.6552961637260193,48.001993024414546
-4.761080903056685,1.1690733082024032,-3.8708911786957945,0.4329944734919948,-3.9715358757532346,48.001993024414546
3.3191231810181794,1.1690733082024032,-4.918012851288152,1.7974047406841356,-3.1945510621078066,47.98771121351766
3.695015280113868,-0.9847050383103761,-3.639095210611779,0.2057974168549812,-3.3157432051636726,47.98771121351766
-1.8773596829942574,-3.490513844191164,1.6743658680036875,-4.8952142543009725,-2.6496687347111503,47.97708021923268
-3.9811866239752547,4.791921090191341,3.105252577758357,-3.778898016807789,-4.065015596817578,47.976190476190474
-4.040849782791851,-4.122975509284238,3.581184654979557,-4.7815226458215845,-2.716226156426477,47.95186891961086
-4.839637617238374,-1.5858077045226757,3.9325154096319928,-4.753598088924138,-0.39913186961082303,47.95348837209302
-4.839637617238374,-0.6354197661512293,-3.5110509291441194,1.0920926512134477,3.005015977687794,47.95714997508719
-4.821617140530806,-0.6354197661512293,4.076025843073378,-3.7640834111217747,-3.9715358757532346,47.95186891961086
3.3191231810181794,-2.472863092020595,0.6115396815496323,-3.3827522333700744,4.309744566729691,47.919103313840154
-4.995824946014931,2.287343396556305,-1.4933199264744523,0.2057974168549812,-2.211637868552084,47.91230692575984
3.3191231810181794,-2.472863092020595,0.6115396815496323,-3.3827522333700744,-0.2182414459957407,47.919103313840154
1.8516945364381856,0.9341750096106907,-4.918012851288152,-3.311764569688458,-3.9715358757532346,47.90014684287812
1.5948035549920512,-0.06172476480858702,-3.5110509291441194,-2.066842874853413,-1.3655590508175086,47.90014684287812
0.9585645242420737,0.9015056200333849,-4.260174095156936,-2.066842874853413,0.40395264361976757,47.90014684287812
1.9736482996444007,-0.06172476480858702,-3.8954751755983805,-3.2767484703466367,-0.33421753345046845,47.90014684287812
3.3191231810181794,4.870607701655098,-3.639095210611779,-2.6545156989049437,-0.2644025223548656,47.89664082687338
1.7996314285111232,0.08754689804802673,-4.030213809736098,-2.746684109640322,3.123853595986354,47.90014684287812
1.2951696073450805,0.9015056200333849,-4.260174095156936,-2.6545156989049437,-3.221418060202602,47.90014684287812
1.2951696073450805,0.9015056200333849,-4.260174095156936,-2.6545156989049437,-3.221418060202602,47.90014684287812
-1.8773596829942574,-4.753608943267446,1.7675158126179111,-2.746684109640322,-1.4326261134702198,47.859703020993344
3.1530004995732757,-2.756483357304206,-1.7157823134001249,-3.3827522333700744,-1.3655590508175086,47.837037037037035
-4.436275185221236,-2.8292251276334923,3.3400671067021452,-4.7815226458215845,3.575173153219664,47.842551071250625
3.1530004995732757,-2.756483357304206,-1.7157823134001249,-3.3827522333700744,4.309744566729691,47.837037037037035
-4.436275185221236,-2.8292251276334923,3.3400671067021452,-4.7815226458215845,3.575173153219664,47.842551071250625
-4.436275185221236,-2.8292251276334923,3.3400671067021452,-4.7815226458215845,-1.0471518993941853,47.842551071250625
4.487731293348228,-1.8439102686496445,0.13838515777638705,-3.197900718080314,-0.33421753345046845,47.8311499272198
-4.3756415450924715,2.78012169509812,3.6643958254821243,-2.327549784892,2.647332228959809,47.80878552971576
-3.9811866239752547,-1.946515351267688,3.6643958254821243,-3.700719830781437,-4.065015596817578,47.793281653746774
4.859075127758594,4.023822075190283,-1.54404541615245,0.11406839711046945,4.768935154107165,47.79807204464739
-2.0303071207735055,-2.8292251276334923,1.1916093208287935,-2.6545156989049437,2.909912529145756,47.74801587301587
3.0245199870009802,-2.8292251276334923,-1.6403194508014165,-3.311764569688458,-2.716226156426477,47.75308641975309
-1.8773596829942574,-4.753608943267446,1.7675158126179111,-4.8952142543009725,-3.8184249089225286,47.746770025839794
-1.8773596829942574,-4.753608943267446,1.7675158126179111,-4.8952142543009725,1.5487032039443038,47.746770025839794
1.4201694533907627,-1.2819619954925479,-3.8118666162191808,-2.8048058278591723,-4.623711802895823,47.73391812865497
2.0407101582427405,-0.48917276881001825,-4.260174095156936,-3.5097959709911155,2.4298790247164668,47.73391812865497
1.4201694533907627,-1.2819619954925479,-3.8118666162191808,-2.8048058278591723,-0.04512383862959268,47.73391812865497
-4.040849782791851,-0.08932999903524141,3.105252577758357,-2.0042558717984917,-1.8987748192742124,47.71576227390181
1.9736482996444007,-2.472863092020595,-3.2921917678054493,-4.8952142543009725,-1.886090283394859,47.716312056737586
1.7355471165364191,-2.472863092020595,-3.2921917678054493,-4.8952142543009725,-3.8184249089225286,47.716312056737586
3.1827659899022915,2.1009792336370268,-3.8954751755983805,-3.522877679818961,-2.716226156426477,47.71442495126706
3.11219266299517,0.08754689804802673,-4.292440759363102,-4.164675949630302,4.441141971660251,47.70014556040757
-0.960492716573258,4.870607701655098,-4.587476777952134,1.7430737588178609,-1.1578849202312447,47.68849206349206
4.871012223479838,1.5141725955688052,-3.8708911786957945,2.296247843252841,1.6945734253457498,47.68561187916027
3.3191231810181794,0.819167106225458,-4.696549339841108,3.035568476303048,4.309744566729691,47.66513056835637
3.3191231810181794,0.819167106225458,-4.292440759363102,3.035568476303048,4.309744566729691,47.66513056835637
-2.717943427297315,1.1690733082024032,3.581184654979557,-4.7815226458215845,4.441141971660251,47.66925064599483
-3.6502309374681383,4.462870461773742,0.6115396815496323,1.1810893924149646,-2.447053077514391,47.67812655705033
3.695015280113868,0.819167106225458,-4.292440759363102,3.035568476303048,4.309744566729691,47.66513056835637
3.2091535096671535,0.6264021362042014,-4.292440759363102,2.327131605338975,4.309744566729691,47.66513056835637
-2.7216755497009237,2.9226986048463024,1.1916093208287935,-1.146237837264874,2.909912529145756,47.65321375186846
-4.995824946014931,3.4080492701444225,-3.8954751755983805,0.2057974168549812,-2.211637868552084,47.643248629795714
-2.7216755497009237,2.9226986048463024,1.1916093208287935,-1.146237837264874,-0.2644025223548656,47.65321375186846
1.4201694533907627,-0.9847050383103761,-4.030213809736098,0.1373814719581956,-0.05175313168574469,47.63952892985151
1.023491755424124,-1.2819619954925479,-3.8118666162191808,0.03443720532807859,-4.623711802895823,47.63952892985151
-1.8773596829942574,-4.753608943267446,1.7675158126179111,-3.4386918059465255,-1.4326261134702198,47.629288274449564
-4.3756415450924715,2.1009792336370268,-2.147337559560728,0.11406839711046945,0.402939078365244,47.61904761904762
3.3671023425673017,0.819167106225458,-2.6489289561305682,-3.5097959709911155,4.309744566729691,47.593401261523525
1.5948035549920512,3.3704734532693443,-3.471116370610885,1.0076081445259728,2.909912529145756,47.58832565284178
3.1448472851883853,4.870607701655098,-4.587476777952134,1.7430737588178609,-1.1578849202312447,47.58832565284178
4.487731293348228,1.4654048695192756,-3.639095210611779,-4.542497397318939,2.647332228959809,47.593401261523525
1.7355471165364191,4.870607701655098,-4.587476777952134,-0.13384212426360698,-2.4207784466509197,47.58832565284178
-4.3756415450924715,-4.753608943267446,4.104237896984159,-4.7815226458215845,3.259261310360687,47.56072351421189
-4.3756415450924715,-4.753608943267446,4.104237896984159,-4.7815226458215845,-0.33421753345046845,47.56072351421189
4.924119958220633,2.9226986048463024,-1.9096541920700538,1.7974047406841356,3.5795178108014998,47.547363031234
3.695015280113868,4.870607701655098,-0.48876427279423496,-2.5259614343072876,-2.716226156426477,47.54411063423939
-2.7216755497009237,-2.795631692050762,-3.639095210611779,0.2057974168549812,-4.937752510722237,47.51488095238095
1.7996314285111232,2.4646189494919177,-1.54404541615245,1.1810893924149646,4.768935154107165,47.49615975422428
3.3671023425673017,4.791921090191341,-3.5110509291441194,1.8919096907561928,-2.447053077514391,47.49615975422428
-1.213061013857363,-3.7338528976467824,-4.908891708729786,0.03443720532807859,-2.136496656146347,47.470238095238095
-1.213061013857363,-4.122975509284238,-4.908891708729786,0.03443720532807859,-2.136496656146347,47.470238095238095
-1.9489399840601562,-3.911642129945484,-4.03253808892592,1.0421196182524,-1.4326261134702198,47.470238095238095
-4.839637617238374,-4.753608943267446,-1.2222623949847655,0.11406839711046945,-0.05175313168574469,47.47519841269842
-4.224025909860586,0.9932612298054986,-2.152422628208325,0.1373814719581956,1.1737320780723302,47.44047619047619
-1.8773596829942574,0.819167106225458,-4.292440759363102,1.6987399340891685,4.309744566729691,47.44047619047619
-3.9811866239752547,-4.253162400609484,3.7022524109552375,-3.1440764690249345,1.451410563867988,47.37467700258398
0.9585645242420737,-4.243223517631155,0.13838515777638705,-2.746684109640322,1.451410563867988,47.35153256704981
-3.9811866239752547,-3.911642129945484,-4.03253808892592,1.0421196182524,-0.2644025223548656,47.336309523809526
-3.6502309374681383,-4.122975509284238,-3.639095210611779,1.0920926512134477,4.750945286878478,47.336309523809526
-0.873617590925539,3.943942006062663,-2.147337559560728,1.2408633352636933,-0.6552961637260193,47.337429595494115
3.0245199870009802,3.4080492701444225,-3.639095210611779,3.5762632785779367,-0.852267808891475,47.31182795698925
3.0245199870009802,3.4080492701444225,-3.639095210611779,3.5762632785779367,4.750945286878478,47.31182795698925
-4.761080903056685,1.4346370607006085,-3.8708911786957945,0.03443720532807859,-4.623711802895823,47.30654761904762
-4.040849782791851,-0.9847050383103761,3.3400671067021452,-2.0042558717984917,-2.716226156426477,47.306707629288276
-2.7250512870255026,0.9932612298054986,3.581184654979557,-4.8952142543009725,-3.3157432051636726,47.306707629288276
-2.1003256860296506,-4.253162400609484,1.4183176436259712,-2.0042558717984917,2.62339214793172,47.26062467997952
1.7996314285111232,-2.483361916352309,-4.292440759363102,-4.69676598390095,-2.1754323256446595,47.24822695035461
-2.087683173975906,1.9617952677901105,2.971579840060235,-3.522877679818961,3.9646730349624395,47.24260958205912
1.9736482996444007,-2.472863092020595,-4.292440759363102,-4.8952142543009725,4.441141971660251,47.24822695035461
1.5948035549920512,-4.122975509284238,-4.908891708729786,-3.7640834111217747,-2.136496656146347,47.24822695035461
1.4201694533907627,-2.795631692050762,-3.8118666162191808,-3.311764569688458,-3.9715358757532346,47.24822695035461
1.9736482996444007,-2.8292251276334923,-4.260174095156936,-4.8952142543009725,-0.33421753345046845,47.24822695035461
1.9736482996444007,-2.472863092020595,-3.5110509291441194,-4.8952142543009725,-3.3157432051636726,47.24822695035461
-2.087683173975906,1.9617952677901105,2.971579840060235,-3.522877679818961,2.909912529145756,47.24260958205912
1.9736482996444007,-2.472863092020595,-4.292440759363102,-3.9213280061391407,2.024002969375955,47.24822695035461
1.9736482996444007,-2.472863092020595,-4.292440759363102,-4.8952142543009725,4.441141971660251,47.24822695035461
1.470896157115674,-2.8292251276334923,-3.639095210611779,-3.197900718080314,-2.716226156426477,47.24822695035461
1.7355471165364191,-2.472863092020595,-3.639095210611779,-3.3827522333700744,-3.3157432051636726,47.24822695035461
1.2951696073450805,-4.131720631547172,-3.8954751755983805,-3.2767484703466367,-2.716226156426477,47.24822695035461
1.023491755424124,-2.8292251276334923,-4.260174095156936,-4.753598088924138,0.40395264361976757,47.24822695035461
1.9736482996444007,-2.8292251276334923,-4.260174095156936,-4.8952142543009725,4.768935154107165,47.24822695035461
1.4201694533907627,-2.795631692050762,-3.8118666162191808,-3.311764569688458,-3.9715358757532346,47.24822695035461
1.9736482996444007,-2.472863092020595,-4.292440759363102,-3.9213280061391407,2.024002969375955,47.24822695035461
1.023491755424124,-2.8292251276334923,-4.260174095156936,-4.753598088924138,4.750945286878478,47.24822695035461
1.7996314285111232,-2.483361916352309,-4.292440759363102,-4.69676598390095,-4.937752510722237,47.24822695035461
1.2951696073450805,-2.8292251276334923,-3.8954751755983805,-3.5097959709911155,-1.3655590508175086,47.24822695035461
1.7996314285111232,2.4646189494919177,-1.2222623949847655,0.9679232516041605,4.768935154107165,47.21966205837174
1.729176177213362,4.023822075190283,-2.147337559560728,1.2408633352636933,1.160256036279077,47.19742063492064
-2.7250512870255026,-4.753608943267446,-2.152422628208325,-0.4102829795177634,-3.1945510621078066,47.20238095238095
-0.14592684216807061,2.1009792336370268,-2.147337559560728,1.2408633352636933,1.160256036279077,47.19742063492064
-4.995824946014931,1.266941209264651,-3.639095210611779,0.2057974168549812,-3.3157432051636726,47.17261904761905
-4.995824946014931,1.266941209264651,-3.639095210611779,0.2057974168549812,-3.3157432051636726,47.17261904761905
3.3191231810181794,3.0701392245863595,-4.292440759363102,-3.1047518009400665,4.309744566729691,47.17869943676395
-4.995824946014931,1.266941209264651,-3.5110509291441194,0.2057974168549812,-3.3157432051636726,47.17261904761905
-2.252688088782878,1.1736282040040624,-3.8708911786957945,2.296247843252841,-3.2404555567918036,47.17261904761905
-2.1003256860296506,1.1690733082024032,-3.8708911786957945,1.7974047406841356,2.62339214793172,47.17261904761905
3.3671023425673017,2.486794430393891,-3.8954751755983805,-2.8048058278591723,2.365318985103844,47.17869943676395
-4.995824946014931,1.266941209264651,-3.5110509291441194,0.2057974168549812,-1.3655590508175086,47.17261904761905
-3.9811866239752547,-0.40452816677579584,3.6643958254821243,-3.2767484703466367,0.402939078365244,47.15762273901809
3.695015280113868,-2.8292251276334923,-1.2222623949847655,-3.1136326502312537,3.575173153219664,47.16209716209716
4.487731293348228,-1.8439102686496445,-2.3119654214707372,-4.753598088924138,-2.136496656146347,47.16209716209716
